,Date,Open,High,Low,Close,Adj Close,Volume
29,"Feb 24, 2022",104.56,116.96,104.26,116.61,116.61,"142,956,600"
30,"Feb 23, 2022",117.40,118.65,109.04,109.76,109.76,"120,299,400"
31,"Feb 22, 2022",115.27,119.20,113.61,115.65,115.65,"141,648,500"
32,"Feb 18, 2022",113.90,115.64,109.89,113.83,113.83,"114,321,200"
33,"Feb 17, 2022",116.26,116.98,112.26,112.37,112.37,"98,179,600"
34,"Feb 16, 2022",119.05,119.54,114.22,117.69,117.69,"119,109,600"
35,"Feb 15, 2022",117.19,121.88,114.36,121.47,121.47,"143,975,900"
36,"Feb 14, 2022",115.51,118.37,113.46,114.27,114.27,"135,146,400"
37,"Feb 11, 2022",126.14,127.17,111.81,113.18,113.18,"164,723,200"
38,"Feb 10, 2022",128.84,131.76,124.61,125.77,125.77,"108,939,900"
39,"Feb 09, 2022",129.60,132.96,127.65,132.85,132.85,"92,948,900"
40,"Feb 08, 2022",122.38,128.71,122.05,128.23,128.23,"84,902,800"
41,"Feb 07, 2022",123.56,127.63,122.79,123.67,123.67,"81,672,500"
42,"Feb 04, 2022",120.34,124.96,118.58,123.60,123.60,"86,212,000"
43,"Feb 03, 2022",120.32,125.37,118.82,120.08,120.08,"103,599,500"
44,"Feb 02, 2022",129.89,130.06,120.64,122.76,122.76,"180,065,000"
45,"Feb 01, 2022",116.75,117.26,112.73,116.78,116.78,"122,467,900"
46,"Jan 31, 2022",107.93,114.31,106.90,114.25,114.25,"97,206,000"
47,"Jan 28, 2022",101.55,105.40,99.35,105.24,105.24,"98,749,500"
48,"Jan 27, 2022",111.96,112.75,101.94,102.60,102.60,"125,954,100"
49,"Jan 26, 2022",114.55,117.16,108.63,110.71,110.71,"94,752,600"
50,"Jan 25, 2022",114.10,114.82,109.86,111.13,111.13,"85,102,900"
51,"Jan 24, 2022",115.40,116.77,107.50,116.53,116.53,"116,210,100"
52,"Jan 21, 2022",120.14,125.02,118.39,118.81,118.81,"95,685,300"
53,"Jan 20, 2022",126.04,128.51,121.41,121.89,121.89,"91,157,300"
54,"Jan 19, 2022",133.55,134.57,128.02,128.27,128.27,"69,831,800"
55,"Jan 18, 2022",134.50,136.39,131.59,131.93,131.93,"56,527,400"
56,"Jan 14, 2022",131.68,137.00,131.43,136.88,136.88,"71,078,400"
57,"Jan 13, 2022",139.44,141.25,131.81,132.74,132.74,"76,618,100"
58,"Jan 12, 2022",138.59,140.57,135.77,137.47,137.47,"69,669,600"
59,"Jan 11, 2022",133.45,138.99,131.59,137.31,137.31,"77,153,900"
60,"Jan 10, 2022",129.08,132.42,125.03,132.00,132.00,"84,671,300"
61,"Jan 07, 2022",136.28,137.44,131.13,132.00,132.00,"58,441,100"
62,"Jan 06, 2022",136.19,138.00,131.77,136.23,136.23,"64,802,900"
63,"Jan 05, 2022",142.82,143.76,135.29,136.15,136.15,"65,403,200"
64,"Jan 04, 2022",151.01,152.42,140.70,144.42,144.42,"80,200,500"
65,"Jan 03, 2022",145.14,151.65,145.02,150.24,150.24,"59,396,600"
66,"Dec 31, 2021",146.16,148.61,143.55,143.90,143.90,"49,448,100"
67,"Dec 30, 2021",147.44,148.85,144.85,145.15,145.15,"44,358,000"
68,"Dec 29, 2021",152.82,154.34,147.29,148.26,148.26,"51,300,200"
69,"Dec 28, 2021",155.88,156.73,151.38,153.15,153.15,"58,699,100"
70,"Dec 27, 2021",147.51,154.89,147.25,154.36,154.36,"53,296,400"
71,"Dec 23, 2021",143.89,149.02,143.85,146.14,146.14,"48,653,800"
72,"Dec 22, 2021",142.65,144.50,140.27,143.88,143.88,"46,923,700"
73,"Dec 21, 2021",138.19,144.50,135.15,144.25,144.25,"57,785,200"
74,"Dec 20, 2021",135.97,138.26,133.52,135.80,135.80,"38,195,400"
75,"Dec 17, 2021",136.30,142.04,136.11,137.75,137.75,"55,642,100"
76,"Dec 16, 2021",147.00,147.93,137.02,138.64,138.64,"63,369,600"
77,"Dec 15, 2021",135.11,146.69,133.81,146.50,146.50,"72,425,800"
78,"Dec 14, 2021",131.67,137.24,130.60,135.60,135.60,"50,754,600"
79,"Dec 13, 2021",138.25,139.40,133.42,133.80,133.80,"42,174,000"
80,"Dec 10, 2021",141.29,141.37,135.82,138.55,138.55,"42,224,300"
81,"Dec 09, 2021",145.16,146.69,137.80,138.10,138.10,"53,019,900"
82,"Dec 08, 2021",144.96,147.04,142.70,145.24,145.24,"40,977,500"
83,"Dec 07, 2021",143.90,145.76,141.00,144.85,144.85,"53,359,400"
84,"Dec 06, 2021",141.14,141.31,134.20,139.06,139.06,"66,776,500"
85,"Dec 03, 2021",151.65,152.38,140.72,144.01,144.01,"65,910,000"
86,"Dec 02, 2021",147.68,152.53,146.47,150.68,150.68,"56,161,200"
87,"Dec 01, 2021",160.37,160.88,148.92,149.11,149.11,"64,039,100"
88,"Nov 30, 2021",163.28,164.46,155.68,158.37,158.37,"75,182,500"
89,"Nov 29, 2021",157.50,162.51,156.10,161.91,161.91,"57,438,900"
90,"Nov 26, 2021",155.80,158.10,152.81,154.81,154.81,"36,245,100"
91,"Nov 24, 2021",149.46,157.93,147.19,157.80,157.80,"60,677,100"
92,"Nov 23, 2021",150.41,152.66,145.30,149.92,149.92,"62,852,700"
93,"Nov 22, 2021",157.14,161.88,152.39,152.52,152.52,"58,674,100"
94,"Nov 19, 2021",155.76,156.92,153.45,155.41,155.41,"41,668,900"
95,"Nov 18, 2021",157.07,158.89,152.56,155.02,155.02,"60,612,700"
96,"Nov 17, 2021",151.98,154.66,149.69,151.34,151.34,"54,527,500"
97,"Nov 16, 2021",145.93,153.08,145.34,152.45,152.45,"53,100,800"
98,"Nov 15, 2021",148.00,148.98,142.86,146.49,146.49,"52,271,300"
99,"Nov 12, 2021",146.03,148.59,144.25,147.89,147.89,"52,162,100"
100,*Close price adjusted for splits.,<span>**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.</span>,**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,,,,
