,Date,Open,High,Low,Close,Adj Close,Volume
88,"Nov 30, 2021",668.20,675.38,640.01,641.90,641.90,"5,608,900"
89,"Nov 29, 2021",663.20,667.99,658.29,663.84,663.84,"2,529,400"
90,"Nov 26, 2021",675.00,676.41,660.67,665.64,665.64,"2,872,500"
91,"Nov 24, 2021",658.01,661.44,651.10,658.29,658.29,"1,867,300"
92,"Nov 23, 2021",658.18,666.43,646.05,654.06,654.06,"2,320,200"
93,"Nov 22, 2021",676.02,679.48,656.47,659.20,659.20,"2,764,400"
94,"Nov 19, 2021",692.35,694.16,675.00,678.80,678.80,"2,613,700"
95,"Nov 18, 2021",691.61,691.74,679.74,682.02,682.02,"2,012,900"
96,"Nov 17, 2021",690.00,700.99,686.09,691.69,691.69,"2,732,800"
97,"Nov 16, 2021",678.27,688.36,676.90,687.40,687.40,"2,077,400"
98,"Nov 15, 2021",681.24,685.26,671.49,679.33,679.33,"2,872,200"
99,"Nov 12, 2021",660.01,683.34,653.82,682.61,682.61,"4,198,400"
100,*Close price adjusted for splits.,<span>**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.</span>,**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,,,,
